defined_class	defined_class_label	french_term	definition	definition_source	act_source
GCDE:0046386	security distribution	dividende déterminé	an amount that isa an underlying payment, orb an SLA compensation payment, or a dealer compensation payment, that is deemed by subsection 5.1 to be an amount received as an amount described by any of paragraphs 5.1a to c;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046387	underlying payment	arrangement de services funéraires	an amount paid on a qualified security by the issuer of the security.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046388	relevant spot rate	réinstallation admissible	for a particular day, means, in respect of a conversion of an amount from a particular currency to another currency,a if the particular currency or the other currency is Canadian currency, the rate quoted by the Bank of Canada on the particular day or, if the Bank of Canada ordinarily quotes such a rate, but there is no such rate quoted for the particular day, the closest preceding day for which such a rate is quoted for the exchange of the particular currency for the other currency, or, in applying paragraphs 2b and 5c, another rate of exchange that is acceptable to the Minister; andb if neither the particular currency nor the other currency is Canadian currency, the rate   calculated by reference to the rates quoted by the Bank of Canada on the particular day or, if the Bank of Canada ordinarily quotes such rates, but either of such rates is not quoted for the particular day, the closest preceding day for which both such rates are quoted for the exchange of Canadian currency for each of those currencies   for the exchange of the particular currency for the other currency, or, in applying paragraphs 2b and 5c, another rate of exchange that is acceptable to the Minister.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046389	agreement	droit d’émissions	the same meaning as in section 2 of the Canada United States Enhanced Tax Information Exchange Agreement Implementation Act.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046390	electronic filing	obligation d’émissions	using electronic media in a manner specified by the Minister.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046391	listed financial institution	employé	a financial institution that isa an authorized foreign bank within the meaning of section 2 of the Bank Act in respect of its business in Canada, or a bank to which that Act applies;b a cooperative credit society, a savings and credit union or a caisse populaire regulated by a provincial Act;c an association regulated by the Cooperative Credit Associations Act;d a central cooperative credit society, as defined in section 2 of the Cooperative Credit Associations Act, or a credit union central or a federation of credit unions or caisses populaires that is regulated by a provincial Act other than one enacted by the legislature of Quebec;e a financial services cooperative regulated by An Act respecting financial services cooperatives, R.S.Q., c. C-67.3, or An Act respecting the Mouvement Desjardins, S.Q. 2000, c. 77;f a life company or a foreign life company to which the Insurance Companies Act applies or a life insurance company regulated by a provincial Act;g a company to which the Trust and Loan Companies Act applies;h a trust company regulated by a provincial Act;i a loan company regulated by a provincial Act;j an entity authorized under provincial legislation to engage in the business of dealing in securities or any other financial instruments, or to provide portfolio management, investment advising, fund administration, or fund management, services;k an entity that is represented or promoted to the public as a collective investment vehicle, mutual fund, exchange traded fund, private equity fund, hedge fund, venture capital fund, leveraged buyout fund or similar investment vehicle that is established to invest or trade in financial assets and that is managed by an entity referred to in paragraph j;l an entity that is a clearing house or clearing agency; orm a department or an agent of Her Majesty in right of Canada or of a province that is engaged in the business of accepting deposit liabilities.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046392	non-reporting Canadian financial institution	régime de prestations aux employés	any Canadian financial institution or other entity resident in Canada thata is described in any of paragraphs C, D and G to J of section III of Annex II to the agreement;b makes a reasonable determination that it is described in any of paragraphs A, B, E and F of section III of Annex II to the agreement;c qualifies as an exempt beneficial owner under relevant U.S. Treasury Regulations in effect on the date of signature of the agreement; ord makes a reasonable determination that it qualifies as a deemed-compliant FFI under relevant U.S. Treasury Regulations in effect on the date of signature of the agreement.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046393	U.S. reportable account	fiducie de soins de santé au bénéfice d’employés	a financial account that, under the agreement, is to be treated as a U.S. reportable account.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046394	account holder	fiducie d’employés	a the person listed or identified as the holder of a financial account by the financial institution that maintains the account, other than a person other than a financial institution holding a financial account for the benefit of, or on behalf of, another person as agent, custodian, nominee, signatory, investment advisor or intermediary; andb in the case of a cash value insurance contract or an annuity contract,i any person entitled to access the cash value or change the beneficiary,ii if no person can access the cash value or change the beneficiary,A any person named as the owner in the contract, andB any person with a vested entitlement to payment under the terms of the contract, andiii upon maturity of the cash value insurance contract or annuity contract, each person entitled to receive a payment under the contract.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046395	active NFE	régime de participation des employés aux bénéfices	 at any time, a non-financial entity that meets any of the following criteria:a less than 50% of the NFE s gross income for the preceding fiscal period is passive income and less than 50% of the assets held by the NFE during the preceding fiscal period are assets that produce or are held for the production of passive income;b eitheri interests in the NFE are regularly traded on an established securities market, orii the NFE is a related entity of an entity interests in which are regularly traded on an established securities market;c the NFE isi a governmental entity,ii an international organization,iii a central bank, oriv an entity wholly owned by one or more entities described in subparagraphs i to iii;d bothi all or substantially all of the activities of the NFE consist of holding in whole or in part the outstanding stock of, or providing financing and services to, one or more of its subsidiaries that engage in trades or businesses other than the business of a financial institution, andii the NFE does not function as and is not represented or promoted to the public as an investment fund, includingA a private equity fund,B a venture capital fund,C a leveraged buyout fund, andD an investment vehicle whose purpose is to acquire or fund companies and then hold interests in those companies as capital assets for investment purposes;e the NFEi is not yet operating a business,ii has no prior operating history,iii is investing capital into assets with the intent to operate a business other than that of a financial institution, andiv was initially organized no more than 24 months prior to that time;f the NFE has not been a financial institution in any of the past five years and is in the process of liquidating its assets or is reorganizing with the intent to continue or recommence operations in a business other than that of a financial institution;g the NFE primarily engages in financing and hedging transactions with, or for, related entities that are not financial institutions, and does not provide financing or hedging services to any entity that is not a related entity, provided that the group of those related entities is primarily engaged in a business other than that of a financial institution; andh the NFE meets all of the following requirements:i itA is established and operated in its jurisdiction of residence exclusively for religious, charitable, scientific, artistic, cultural, athletic or educational purposes, orB is established and operated in its jurisdiction of residence and it is a professional organization, business league, chamber of commerce, labour organization, agricultural or horticultural organization, civic league or an organization operated exclusively for the promotion of social welfare,ii it is exempt from income tax in its jurisdiction of residence,iii it has no shareholders or members who have a proprietary or beneficial interest in its income or assets,iv the applicable laws of the NFE s jurisdiction of residence or the NFE s formation documents do not permit any income or assets of the NFE to be distributed to, or applied for the benefit of, a private person or non-charitable entity other than pursuant to the conduct of the NFE s charitable activities, or as payment of reasonable compensation for services rendered, or as payment representing the fair market value of property which the NFE has purchased, andv the applicable laws of the NFE s jurisdiction of residence or the NFE s formation documents require that, upon the NFE s liquidation or dissolution, all of its assets be distributed to a governmental entity or other non-profit organization, or escheat to the government of the NFE s jurisdiction of residence or any political subdivision thereof.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
