ID	Label	Entity Short Form	Tags	Type	SubType	Description	OrgClass	OrgSubType	Portfolio	URL	Source of Entry	Admin Notes	Data Provider	Record Status	Last Modified By	Created	French Entity Full Name	French Short Form	French Description	French URL
GCDE:0005190	IRCC - Behavioural and Technical Competency Dictionary		DataTalent, DigitalTalent	Policy Instruments	Framework	A list of behavioural and technical competencies and their behavioural indicators at Immigration, Refugees, and Citizenship Canada.   A competency is any observable andor measurable knowledge, skill, ability or behaviour that contributes to successful job performance.  There are two major components to a competency  the definition and the behavioural indicators. The definition explains what the competency means. This provides a common language that everyone in the organization can understand the same way.   Each competency also has associated groupings of behavioural indicators. These groupings represent different ways to demonstrate a competency and are the starting points to identify the performance goal posts required in a given role.	Government of Canada			https://www.canada.ca/en/immigration-refugees-citizenship/corporate/careers/job-opportunities/competency-dictionary.html				Essential data complete	Thom Kearney	10/4/2022				
GCDE:0004861	Is this blocked in my department.ca		DataTalent	Knowledge Sharing Product	Blogs	Public servants need modern tools in order to work effectively in the 21st century. In many Canadian federal departments, access to many online tools is blocked by corporate firewalls or bandwidth restrictions. This website provides an overview of which online tools are available in what departments, and which are blocked.	GC Interdepartmental			https://isthisblockedinmydepartment.ca/	Open Gov Quest May 2022	wondering about the type		Essential data complete	Thom Kearney	5/3/2022				
GCDE:0005068	ISACA		DataStewardship	Organizations		International professional association focused on IT governance.	Learning Provider			https://www.isaca.org/				Essential data complete	Thom Kearney	6/17/2022				
GCDE:0000187	ISC - Strategic Research and Data Innovation Branch (SRDIB)		CIRNAC/ISCDataLeadership, Indigenous	Teams	Teams 	SRDIB is the COE for ISC and CIRNAC and the WOG leading and supporting Indigenous Data and Research Landscape	GC Interdepartmental			https://geds-sage.itsso.gc.ca/en/GEDS?pgid=014&dn=T1U9U1RSLVJFQyxPVT1TVFItU0VDLE9VPUlTQy1TQUMsTz1HQyxDPUNB	Team Update			Legacy	Thom Kearney	6/1/2021	Services aux autochtones canada direction de la recherche stratégique et l'innovation en matière de données			https://geds-sage.itsso.gc.ca/en/GEDS?pgid=014&dn=T1U9U1RSLVJFQyxPVT1TVFItU0VDLE9VPUlTQy1TQUMsTz1HQyxDPUNB
GCDE:0000190	ISC- Communications			Teams	Teams 		Government of Canada			https://geds-sage.itsso.gc.ca/en/GEDS?pgid=014&dn=T1U9U0lTLUNTQSxPVT1DT00tRElSLE9VPURFUC1CVVIsT1U9RVhFLUJVUixPVT1JU0MtU0FDLE89R0MsQz1DQQ==	Team Update			Legacy	Thom Kearney	6/1/2021				https://geds-sage.itsso.gc.ca/fr/SAGE?pgid=014&dn=T1U9U0lTLUNTQSxPVT1DT00tRElSLE9VPURFUC1CVVIsT1U9RVhFLUJVUixPVT1JU0MtU0FDLE89R0MsQz1DQQ==
GCDE:0000144	ISC SRDIB - ISC/CIRNAC Data Strategy 		CIRNAC/ISCDataLeadership, Indigenous	Policy Instruments	Strategies	Data Strategies required by all government departments	Government of Canada				D.Prosser (CIRNAC)			Legacy	Thom Kearney	6/1/2021				
GCDE:0000139	ISC SRDIB Community Well-Being Index		CIRNAC/ISCDataLeadership, Indigenous	Projects and Initiatives	Projects/initiatives	The Community WellBeing CWB index measures socioeconomic wellbeing for communities across Canada over time. It has 4 components education, labour force activity, income and housing.	GC Interdepartmental			https://www.sac-isc.gc.ca/eng/1100100016579/1557319653695	D.Prosser (CIRNAC)			Legacy	Thom Kearney	5/31/2021	L'Indice de bien-être des communautés		LIndice de bienêtre des communauts IBC mesure le bienêtre socioconomique de diffrentes communauts canadiennes au fil du temps. LIBC compte 4 indicateurs, soit la scolarit, lactivit sur le march du travail, le revenu et le logement.	https://www.sac-isc.gc.ca/fra/1100100016579/1557319653695
GCDE:0000145	ISC SRDIB Indigenous Data - Report to Parliament		CIRNAC/ISCDataLeadership, Indigenous	Policy Instruments	Strategies	Required reporting to parliament on Indigenous data  leadership by ISC	Government of Canada			https://www.sac-isc.gc.ca/eng/1602010609492/1602010631711	D.Prosser (CIRNAC)			Legacy	Thom Kearney	6/1/2021	La Loi sur le ministère des Services aux Autochtones et le rapport annuel au Parlement		Rapport obligatoire au Parlement sur les donnes concernant les Autochtones  leadership assur par SAC	https://www.sac-isc.gc.ca/fra/1602010609492/1602010631711
GCDE:0005054	ISD Data Stewardship Presentation		DataStewardship	Projects and Initiatives		A great presentation on the data stewardship process and strategy in ISD presented at Data Governance Working group	GC Interdepartmental			https://gcconnex.gc.ca/file/view/93981814/2022-01-19-presentation-isc-data-stewardship-for-edgwg?language=en	Data Stewardship Quest	Unknown		Essential data complete	Thom Kearney	6/17/2022				
GCDE:0004906	ISED - Data Science Job Description (in development)		DataTalent	Projects and Initiatives			Government of Canada							Legacy	Thom Kearney	5/3/2022				
GCDE:0004732	ISED - EC Development program - Data Science stream (experiment)		DataTalent	Projects and Initiatives	Programs	Experiment	Government of Canada					Kassam Zakir		Legacy	Thom Kearney	3/24/2022				
GCDE:0004738	ISED Canada’s Digital Charter in Action: A Plan by Canadians, for Canadians		DigitalAmbition	Policy Instruments	Strategies	The principles are the foundation for a made in Canada digital approach that will guide our policy thinking and actions and will help to build an innovative, peoplecentred and inclusive digital and data economy. This balanced approach strives to set out the building blocks for a foundation of trust for this digital age that unlocks Canadas innovation potential.	Government of Canada			https://www.ic.gc.ca/eic/site/062.nsf/eng/h_00109.html				Legacy	Thom Kearney	3/24/2022	ISDE: La Charte numérique du Canada en action: un plan par des Canadiens, pour les Canadiens		Les principes constituent le fondement dune approche numrique faite au Canada qui guidera notre rflexion et nos actions en matire de politique et nous aideront  btir une conomie du numrique et des donnes innovante, inclusive et axe sur les personnes. Cette approche quilibre vise  poser les fondements dune base de confiance pour cette re numrique qui libre le potentiel dinnovation du Canada.	https://www.ic.gc.ca/eic/site/062.nsf/fra/h_00109.html
GCDE:0005055	ISED Data Steward Network	ISED - DSN	DataCentric , DataLiteracy , DataStewardship	Communities	Communities	The Data Steward Network is the engine that drives ISEDs data stewardship activities. The ISED Data Steward Network is a venue to facilitate discussions on departmental data topics. This is where Sector Data Stewards raise any data concerns facing their sector programs to discuss with their colleagues and possibly come up with solutions.	Government of Canada			https://wiki.ic.gc.ca/display/ISEDCDO/ISED+Data+Stewards	Data Stewardship Quest	Yes		Essential data complete	Thom Kearney	6/17/2022				
GCDE:0000117	ISED Innovation Lab		DataCentric 	Projects and Initiatives	Programs	Cocreation projects, capacity building and support for Canadian innovation.	Government of Canada			https://www.ic.gc.ca/eic/site/096.nsf/eng/home	Original Prototype			Legacy	Thom Kearney	1/27/2021	Labo d'innovation		Projets de cocration, renforcements des capacits et le soutien  linnovation canadienne.	https://www.ic.gc.ca/eic/site/096.nsf/fra/accueil
GCDE:0000556	ISED Innovative Solutions Canada		Climate	Teams	Teams 	From funding to expert advice to driving new collaborations, our flagship programs and services are designed to help businesses innovate, create jobs and grow Canadas economy.	GC Interdepartmental		Innovation Science and Industry	https://www.ic.gc.ca/eic/site/101.nsf/eng/home				Legacy	Thom Kearney	6/15/2021	Solutions innovatrices Canada		Du financement  la prestation de conseils spcialiss, en passant par ltablissement de nouvelles collaborations, nos services et nos programmes visent  aider les entreprises  innover,  crer des emplois et  stimuler lconomie du Canada.	https://www.ic.gc.ca/eic/site/101.nsf/fra/accueil
GCDE:0001830	ISM Quality Services		ESDC-DEMO	Teams				Division						Legacy	Thom Kearney	10/6/2021				
GCDE:0005056	ISO 16175-1:2020		DataStewardship	Policy Instruments		ISOIEC 3850512017  Information technology  Governance of IT  Governance of data  Part 1 Application of ISOIEC 38500 to the governance of data	International Standard			https://www.iso.org/standard/56639.html	Data Stewardship Quest	Making ISO standards available for GoC use		Essential data complete	Thom Kearney	6/17/2022				
GCDE:0005057	IT Governance Institute (ITGI)		DataStewardship	Teams		The IT Governance Institute ITGI is a branch of ISACA, an independent, nonprofit, global association engaged in the development, adoption and use of globally accepted information system IS knowledge and practices.	NGO			https://www.techtarget.com/searchcio/definition/IT-Governance-Institute-ITGI	Data Stewardship Quest - connections			Essential data complete	Thom Kearney	6/17/2022				
GCDE:0004937	It's Elementary: Digital Twins a presentation by Bruce Watson		DataCentric , DigitalTalent	Knowledge Sharing Product		Digital Twin presentation by SSC	Government of Canada			https://gccollab.ca/file/view/13009512/its-elementary-digital-twins-a-presentation-by-bruce-watson?utm_source=notification&utm_medium=email				Legacy	Thom Kearney	5/27/2022				
GCDE:0003136	It's Elementary: Quantum Computing 101 		DataLiteracy 	Learning Resources	Videos	Intro to Quantum Computing video	Government of Canada			https://gccollab.ca/file/view/11295540/its-elementary-quantum-computing-101?utm_source=notification&utm_medium=email				Legacy	Thom Kearney	1/28/2022	C'est élémentaire : Informatique quantique 101 		Vido dintroduction  linformatique quantique	https://gccollab.ca/file/view/11295540/its-elementary-quantum-computing-101?utm_source=notification&utm_medium=email
GCDE:0004932	Job descriptions for data practitioners (EC-02-07)		DataTalent, HR	Policy Instruments	Guidelines	HC provided Job descriptions EC Data Analyst EC02 through 07.	Government of Canada			https://gccollab.ca/file/group/6144942/all#13026100	Christine Minas (HC)			Legacy	Thom Kearney	5/20/2022				https://gccollab.ca/file/group/6144942/all#13026100
GCDE:0005101	Jobs.ca		DataTalent, HR, DataSource	Programs and Services		Main website for all jobs	Government of Canada							Legacy	Thom Kearney	6/24/2022				
GCDE:0005366	Joint Research Centre (JRC) of the European Commission		DigitalTalent	Organizations			NGO			https://joint-research-centre.ec.europa.eu/select-language?destination=/node/1				Essential data complete	Thom Kearney	1/24/2023				
GCDE:0000697	Jupyter		DeveloperResources	Learning Resources	Resources	Project Jupyter exists to develop opensource software, openstandards, and services for interactive computing across dozens of programming languages.	Learning Provider			https://jupyter.org/				Legacy	Thom Kearney	7/30/2021	Jupyter			https://jupyter.org/
GCDE:0000668	Juristat		DataLiteracy 	Learning Resources	Resources	This publication provides indepth analysis and detailed statistics on a variety of topics and issues related to justice and public safety.	Government of Canada			https://www150.statcan.gc.ca/n1/en/catalogue/85-002-X?HPA=1				Legacy	Thom Kearney	7/26/2021	Juristat		La prsente publication comporte des analyses approfondies et des statistiques dtailles sur divers sujets et questions en matire de justice et de scurit publique. Elle traite notamment de la criminalit, de la victimisation, des homicides, des tribunaux civils, de la famille et de juridiction criminelle, ainsi que des services correctionnels. Cette publication porte galement sur des questions lies  la scurit communautaire et aux perceptions  lgard de la scurit. Elle sadresse aux gens qui sintressent aux systmes de justice et de scurit publique du Canada, et aux personnes charges dlaborer, de mettre sur pied, dadministrer et dvaluer des programmes et des projets dans les domaines de la justice et de la scurit publique.	
